STOCK 1,STOCK 2
-0.977335444,1.12194061
-0.985022866,0.390103249
0.124957436,-0.235913343
0.295680332,-0.134132753
0.881655178,0.577691651
-0.403677237,-0.424841532
0.957456701,-0.540415175
-1.205456284,-1.545938888
0.540218911,-1.012297815
0.183838453,0.552811787
-0.193840632,0.725694284
0.746257845,-0.113730537
1.761397292,0.559637519
1.180962618,0.009456408
0.778177753,1.945929092
-1.608364316,-0.350505719
-0.87140814,-0.055404548
0.867455386,0.533221479
-2.11586231,-0.86806529
0.755285028,0.259913054
-1.752411599,1.375444706
0.338112963,-0.21161593
1.885222275,-0.242995356
-0.923158541,-0.352857111
0.786059179,1.915515522
0.234943942,0.453691153
0.033713738,0.760762324
-0.384869801,0.25701756
1.256773491,1.523469406
0.251927601,-0.842023737
-0.176416763,-0.435599182
0.321344492,0.204485358
-2.369356856,-0.114295277
-0.154552436,-0.029061862
0.510672176,0.548714607
1.664876996,0.092695462
0.18773642,-0.987462799
1.580369727,-0.291748786
0.458686674,0.284544734
1.64943818,1.060352179
-0.360888384,-0.591990594
1.819990863,-1.138148883
-0.115040306,-1.212796333
0.656787627,-0.37027809
1.043824915,0.792205772
1.914587994,-0.394926003
2.045974867,0.736328049
0.283297777,0.494468318
1.050043437,-0.879274396
-0.937410933,0.225939471
1.29871749,-0.312117614
-2.47060788,0.453522632
1.794485749,-0.069512553
1.29539632,-1.27940147
3.555688966,0.409058019
-2.04370016,-0.350890652
0.053176384,-0.123942403
-0.294196764,-0.268665694
-0.02261003,0.085213993
-0.375747358,0.009693698
0.155234294,-1.822924637
-0.194017914,0.961317933
-1.181281186,1.114639019
-0.829240143,1.107551058
0.963296629,0.107686063
-0.387433453,-0.205284525
0.096570166,-0.182414568
0.784580716,-1.250933954
-0.318669298,0.079013999
0.276700369,0.538259539
2.364929686,-0.577089281
0.428867386,0.358062458
0.605711933,0.0566596
0.037894715,-0.347309006
0.642078434,-0.806744806
-0.009895011,-0.300212935
-0.104207808,0.668962215
-0.550569655,-0.971754464
-1.457752003,-0.177251932
0.067444193,1.064236206
0.417610958,0.753159863
-1.204502431,0.456711521
-1.026605492,0.004867565
0.356005798,1.622202064
-0.370693784,1.253463024
-0.055213828,-0.121586937
-1.24836035,0.598984666
-1.083384158,0.768965218
-1.134667453,3.235942667
0.959746369,0.48930421
-1.41386559,-0.799318145
-0.051036621,0.705156094
-0.415646984,0.679631446
-0.291877806,-0.489933048
0.191618247,0.570864266
-0.154443838,2.048307759
-0.264970436,-0.04177084
0.157693128,1.560380899
1.569188866,0.299672714
-0.638390331,0.858484513
-0.160754411,2.797475835
0.500441198,0.495422577
1.738818266,0.926349592
-0.368901446,-2.796495
0.811537034,-1.057391906
-1.190473693,-0.028541728
1.605711316,0.048591552
0.417774109,-0.15050768
0.21048633,-0.867394165
-0.714539564,0.459346583
-0.543599351,-0.861034141
0.735872357,-0.035122385
0.396185617,-0.552180676
-0.526768959,0.98466301
0.319511436,0.65575893
2.574048775,0.45884886
-0.584469133,-1.780393635
-0.589914943,-0.206429641
1.410849528,0.586078135
-0.965003702,-2.546867585
-0.407884465,1.271731979
-0.317983693,0.379807047
0.451083193,-0.235812701
-0.603909378,0.135766747
-0.568579266,-0.357200885
0.59371525,0.185984491
0.378618091,0.872783432
-0.056376775,-0.076473392
0.934583269,1.521996794
0.781440962,0.131782047
-1.116257882,-0.031076786
-1.494618526,-0.778225027
0.062773068,0.334179341
1.77404491,-0.971124335
-0.066882268,-1.314888171
-0.202101235,-0.311135675
-1.282218077,-0.430970547
-0.446267946,-0.452221226
0.092249877,-1.84924191
0.506331183,1.614101477
-2.487416088,0.366006657
-2.417332107,0.653833291
0.961813369,0.771428664
0.669318398,1.412970655
0.202256714,-0.010618371
-0.437508595,0.968687894
1.034870163,-0.154995494
0.179963077,-1.390692179
2.309985036,-1.313733187
1.272741454,-0.497541048
-1.496480866,-0.442077656
0.945822149,-1.365296985
0.29549151,-1.489854939
0.114054932,-0.898724123
0.298612146,1.739752124
0.478882727,1.204874332
-0.705218233,-1.081642228
0.208566136,0.401287936
-1.652203177,-1.091429569
-0.236485218,0.933119731
-0.2759262,-0.15273988
-0.633580662,0.126552092
-0.355667235,-2.065114826
1.024286611,0.408032929
0.340594851,-1.090078936
-1.591257287,-0.771975605
-0.397563618,-0.117983041
-0.354964244,0.11086517
-0.970369741,1.255786109
0.481651473,-0.542831915
0.165184965,0.562213812
0.052168311,1.408853656
0.114208429,0.635782353
1.293201827,0.357379054
-0.305986959,1.183537657
-1.272749971,0.488271966
2.318206017,0.709247665
0.128065189,0.700797757
-1.584274006,-0.553338177
0.866687183,0.054990123
0.273685431,-0.215490117
0.766488931,1.437293216
-0.493217503,0.516879224
0.843892477,0.578513188
0.132520879,1.333213435
-1.258372788,-0.29614483
-1.259038239,-0.470640784
-0.474671575,-0.573845179
1.232112455,0.915874682
-0.181689212,-0.438840733
-0.598003137,-0.675891333
0.331561254,2.145537456
0.649355153,0.821854088
0.595179315,-1.591346921
1.052211582,1.050895076
0.416028551,-0.792328096
-0.384057369,0.229146785
0.153248403,-0.000301629
0.162431012,0.274354142
-1.227559962,-0.66150057
0.433707923,0.113350093
1.501514535,0.863886179
-2.21640699,0.148944389
0.897731088,0.898180374
0.084784815,1.084119433
-0.015768642,0.562770426
-0.376815173,-0.988778744
1.386313969,-0.909302139
-1.142818397,-0.466706873
0.010622211,-0.669983187
0.28847011,-1.077476782
-0.595030035,-1.503290774
-0.25093339,-1.142045867
-0.254462588,-0.501249966
1.530239712,-0.287960381
0.01461284,-0.102404413
-0.223530635,-0.130333913
0.981169832,0.298573207
-1.626785259,1.772951926
-0.465969674,0.42768568
-0.847762773,0.756683108
-1.365723394,-0.80486191
-1.699192358,-0.921103797
-0.787303256,0.627801911
1.09132013,2.703169952
-0.433296372,0.611845518
-1.487859865,1.0634799
-0.314585987,-1.189482931
-0.168303587,-0.129976877
0.843433085,-2.097943607
-0.374491425,-0.697912852
-0.726564091,1.0945905
-1.494140443,0.744250896
-2.292429338,-1.287250565
-2.334723926,-0.004218879
0.518616191,0.649368506
-1.120386266,-1.721039751
-0.040927174,0.70266438
0.135230075,-0.448762429
-0.659351113,-0.38683036
-0.397922326,0.235490962
0.457197103,0.435736813
1.704858035,0.452303981
0.513696007,0.375570588
0.147286274,0.473121597
-0.569672497,2.128249646
0.719030238,-0.383500899
-0.723416764,1.314298647
-1.724507809,-1.081272587
0.249083183,0.205500512
-0.805704905,0.693608313
1.585476953,0.213217496
-0.935935347,0.04759498
-0.613720283,-0.091281371
0.685013103,0.611550816
1.740639832,1.443496123
-0.481519509,-0.336922735
-1.544393476,1.157589736
-0.071018553,1.612655914
-0.465726343,-1.075075474
-0.681930293,0.468248103
1.319566112,-0.150385213
0.920267918,-0.415660752
-0.834428387,-0.523752226
0.332540812,0.743285527
-0.316790719,1.010358196
-0.823538336,-0.136133399
1.275081834,0.62189241
0.128713169,0.400911782
0.179248795,0.418857736
0.167280397,0.185692076
-0.154761034,0.988213786
1.364996534,-0.12183369
0.661193805,0.085584903
-0.130346537,0.440657645
0.731110459,0.212240713
0.056061,-2.106212929
-0.804629874,1.32098621
-1.674585279,-0.765314758
0.068295476,-0.060976331
-0.812113219,0.893532213
1.046789529,0.256540553
1.271371981,0.088188928
0.777550845,0.60911354
-0.222492705,-0.212199768
-0.495697372,0.817578279
-1.971828127,-0.033731332
1.674343364,0.288552935
-0.559091384,0.711828682
-0.814265567,0.363453378
1.028067468,-0.710007383
-1.113641045,1.165871132
-0.746260678,1.303625715
0.643272585,-0.542330249
-0.16391422,0.214956314
-0.17507561,-0.547141474
-1.034067855,0.100720306
0.042597755,1.400527458
0.508642716,0.182294716
0.095702868,0.740119185
1.896813905,0.7131018
-0.65983327,-1.840446096
0.701372058,-1.347179138
-0.351428598,-0.058753107
0.794255611,0.178087505
1.524219067,0.374819027
-1.497693848,-0.780551898
1.462608068,-2.643613027
-0.359057346,0.805822368
-0.056974417,-1.415940236
-0.603013068,-0.996654784
-0.001332119,2.315141968
-2.151706628,-0.537217807
-0.15384018,0.943229379
-0.708610921,-1.595643434
1.498928611,-0.224887236
1.09797678,-0.628796644
0.64921911,0.574805944
0.940438465,-1.553073273
-0.39186715,1.810078844
1.788436915,-0.040892125
0.462784261,-0.112174178
0.825645353,0.294015266
0.132138334,-0.044841369
0.495920078,0.996106727
-1.806761312,0.247023851
-1.633627346,-1.146247883
0.098166043,0.684558629
-0.059500588,0.201654654
2.683473698,0.693404865
-1.379271628,-0.296270279
2.707165814,1.42476342
0.106912398,0.350025716
1.525337193,0.321569863
0.401645572,-0.945525884
-0.030121886,0.695945834
-0.423328869,-0.142017234
0.952481142,-0.075880675
0.95501043,0.650332741
0.514711725,0.962678153
-0.688974971,0.281195134
0.620174266,-0.03907403
-0.586984252,-0.179307869
0.597818826,1.055652945
2.602051029,-0.822300874
-0.8788404,-0.801083158
0.635302778,-0.799105711
0.852857448,2.122412544
0.12978371,0.27311264
-0.949366428,-0.975642246
1.048341467,0.941366285
-0.242268756,-1.703397897
1.351467889,2.723193056
-0.396226314,-0.342503823
-0.76144928,-0.55371195
0.219490713,0.018938832
0.091676555,1.066644116
-0.078737916,0.60111412
0.378233089,0.838908899
-1.160269127,0.292494152
-0.45752676,-1.457861412
-1.939289134,0.126820254
-0.165240881,0.190177035
0.026479642,0.305602049
0.35128169,-0.023057047
-0.108660181,0.145127214
0.236025673,-0.456030113
1.372523146,1.014325999
0.304791147,-0.073041357
1.130252568,-1.636269081
0.573193775,-0.679150205
0.959470758,-0.040207602
0.406191999,-1.102076573
-2.284416542,-1.214161318
-0.579892881,-0.222636543
-3.017368101,-1.284350152
-0.394146786,0.771062902
-2.640926115,-0.582391243
0.977377841,0.422910308
0.904098145,0.707142655
-0.549343662,-0.889593694
0.243990822,-0.152639838
-0.166922853,0.187191747
-2.389490781,0.434603609
0.152841371,0.165361802
0.19404338,-1.334692939
-0.831146531,0.914829613
0.900596727,1.968029303
0.141214569,1.09871246
0.168402017,0.229862164
1.864063866,-0.277620493
0.506648391,-1.109259585
0.009016785,1.540960851
1.385143285,-0.473268301
0.762714295,0.145801416
-1.882829902,0.276103509
0.063540077,0.8777446
-0.245777703,-0.1265804
-0.174554569,1.13418426
-0.299181064,-0.758348448
0.092317193,-1.040384241
0.196873432,1.605741825
1.067516565,-0.065541203
0.744928726,0.014732293
-1.278381767,-0.773025765
1.91064654,1.311854847
-1.921163381,1.593324937
0.924192414,1.690534364
2.802413627,-1.279091164
-0.385185423,0.069647887
-0.080622456,0.377331777
-1.260824758,1.15982475
-0.934033249,0.208157314
0.299143938,-1.274073958
1.895005322,0.277378396
1.668214593,0.571838109
0.499820695,0.633297159
-0.877064271,0.398510808
1.333239609,0.082005426
0.096594333,0.494414799
-0.383885741,0.341416169
1.172826414,-0.07639887
0.076158017,-1.747623875
-0.003730958,-0.82254411
0.242677364,0.873317683
1.140627742,-0.686985237
0.797384145,0.651986655
0.845140823,0.950186214
-0.569741702,-0.120948221
-1.046870571,-0.501564293
-0.54227926,0.366200564
1.268307957,1.98648357
0.488112609,-1.323656586
1.838799134,-0.404712586
0.02166198,-0.279222495
-0.97271476,-0.109703081
0.594257367,0.427555008
-0.609757294,1.523034036
-1.394556104,0.816976788
1.789095942,1.085412888
-2.038876071,0.711568076
-0.799131737,-2.010954063
-0.032586129,-0.21076418
0.100108591,-1.219767868
0.580416881,-0.043511542
1.031269734,0.089324603
0.283138042,-0.2655097
-0.139604313,-1.032136952
-0.265682617,0.537437089
0.520314346,0.506267064
1.485502687,-1.410463499
0.426654502,0.712370022
-0.033077229,-0.374768032
-0.897862023,-0.373220606
0.977457347,-0.686082266
0.8437024,-1.938173708
0.474697242,0.00901289
-0.042854881,0.557360236
-1.668972872,-1.726572882
-0.480001748,0.496165236
-1.476876555,0.797250565
-0.466341472,0.630084977
-0.722474289,-0.157802722
-0.136752982,0.361795394
1.140558793,-0.315087485
0.151683212,1.40423871
1.568162429,0.370884311
2.042141918,0.180807654
0.817832865,0.732801545
-1.393930953,0.851457245
-0.213802065,-0.501913068
0.941481697,-0.604480835
2.083019796,0.394416573
-0.458744257,-0.162742754
